MPC Date,Flesch,Flesch and Kincaid,Gunning Fog,Smog
20150723,38.07757365516406,14.44651379707684,17.999883558736126,16.437803778833132
20150923,33.444874100245215,15.322037862208983,18.783857711618936,17.001675051399108
20151119,34.05464535623412,15.016482188295168,18.580788804071247,17.255398203616544
20160128,37.260205783537344,14.195171586273098,17.733093352531796,16.50410371754881
20160317,37.94189710878692,14.159306730619772,17.92315413141474,16.63371718428618
20160519,40.96037168141595,13.704429414243574,17.543817951959547,16.036319065313798
20160721,41.15889725069084,13.151888068837668,17.146176501451606,15.903189008614273
20160922,37.599075518879744,14.068808559282676,18.078170971314258,16.532476141853216
20161124,39.239762353018904,13.35610846875413,17.001994979521733,16.149205062300126
20170124,43.01576506514658,12.749293702497287,16.41955483170467,15.67765142038315
20170330,40.78444083659633,13.04166990311867,17.046458472606883,16.051929495205844
20170525,38.66824093956052,13.406381392719585,17.339361392466476,16.02904514149054
20170720,39.37118592825715,13.379723169274708,17.581612611825047,16.230183839811794
20170921,39.083827735147366,13.427021231522456,17.24414053918338,16.230627395542623
20171123,42.313225228988756,12.708200953088255,16.121115237034285,15.720922415758572
20180118,42.79353326004451,12.727038392758185,16.253680366883437,15.786528217884907
20180328,41.69306702855795,13.040762331838568,16.92310597120604,16.14297385588327
20180524,44.84150805585392,12.784831089882761,16.26219164933611,15.6451
20180719,44.90048817178928,12.398603622205183,15.887456000629266,15.417303116033501
20180920,41.96258369538984,12.894204441226165,16.360902727492157,16.093384419126263
20181122,42.505239918399724,12.510459049994683,15.734551536773308,15.82892041981902
20190117,42.971685520362,12.279638009049776,15.656519950637596,15.827824993895579
20190328,45.774490425186656,11.704397922752356,15.140538786108406,15.230389664265601
20190524,48.67681387502972,10.93008001900689,14.382167735804229,14.381905143607526
20190718,44.72864981172677,11.730303457226537,14.817801002416388,14.973513758085591
20190919,46.456359050445116,11.371037727850787,14.43876218736753,14.776859913391071
20191121,43.099929733727805,12.284541420118344,15.165976331360946,15.5387182077653
20200116,45.86913804745285,11.288976772209761,14.398607994681294,14.848354935788365
20200319,44.16994811474001,12.04840350106064,15.52267854071512,15.238178732359405
20200414,43.20916820311322,12.833737040955118,16.181467936124125,15.665141646143574
20200521,43.26233247972684,12.354912505335044,15.422962014511311,15.369462572615685
20200723,43.9044202395325,12.106941420314321,15.412596288421884,15.33776698506593
20200917,42.045562421661884,12.385243493327437,15.72457789574578,15.616094167265928
20201119,41.890236811296006,12.749205307411216,16.074942349309964,16.064100601599534
20210121,44.46957833960286,12.208829498731522,15.88693902545709,15.754214945667002
20210325,45.5046598808342,11.900503144654088,15.613704071499505,15.353505894508093
20210722,46.25668857696729,11.996234778862725,15.804368179207353,15.146252522540436
20210923,47.467604665071775,11.73494550770867,15.376156299840511,15.015930982034469
20211118,49.96594634873324,11.578845007451566,15.34813710879285,15.078166124597352
20220127,51.13355964234489,11.39314581566521,15.455635476541971,15.021129683784007
20220324,47.515980945992084,12.807378573362055,16.671265991126173,15.696500626960155
20220519,49.632718057483686,12.0614781222685,16.0644166795208,15.232694452337977
20220721,50.40729758631227,12.208402393670259,16.100011589072558,15.177816672255009
20220922,52.76380258697591,11.245389473684213,15.21242462087422,14.752819103625999
20221124,56.483793936731104,10.226167461712283,13.945794627165455,14.112482163523218
20230126,52.27789929491652,11.462191393895854,15.207071966415203,14.821668499183918
20230330,53.88245924016735,10.680071598548604,14.5359609260634,14.334615961619157
20230525,53.96574734703094,10.90815759765184,14.90889765010334,14.471092093992755
